月份,贸易伙伴,出口量kg,金额,币种,来源文件
202605,摩尔多瓦,45,12641,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,摩洛哥,156,104082,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,摩纳哥,0,160,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,斐济,0,130,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,斯威士兰,18,4932,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,斯洛伐克,75,102407,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,斯洛文尼亚,148,109688,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,斯里兰卡,141,22711,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,新加坡,6131,5151285,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,新喀里多尼亚,0,2476,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,新西兰,147,64765,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,日本,5987,7397185,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,智利,125,35051,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,柬埔寨,479,758789,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,格鲁吉亚,8,10396,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,比利时,899,622700,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,毛里塔尼亚,66,20602,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,毛里求斯,9,3020,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,沙特阿拉伯,551,426573,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,法国,1820,926799,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,法属圭亚那,0,160,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,波兰,2389,840284,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,波多黎各,0,340,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,波斯尼亚和黑塞哥维那,25,8399,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,泰国,32210,83492197,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,津巴布韦,91,165556,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,洪都拉斯,5,2432,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,澳大利亚,2928,1478205,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,爱尔兰,969,809090,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,爱沙尼亚,3,6110,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,牙买加,1,24,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,特立尼达和多巴哥,2,691,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,"玻利维亚
",3,8278,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,瑞典,4984,1915086,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,瑞士,189,210580,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,瓦努阿图,0,27,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,留尼汪,5,5453,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,白俄罗斯,134,19789,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,百慕大,2,7157,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,科威特,9,14145,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,科特迪瓦,49,35291,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,秘鲁,251,220537,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,突尼斯,57,7215,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,立陶宛,47,5534,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,索马里,1,1852,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,约旦,14,9894,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,缅甸,65,31744,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,罗马尼亚,169,80348,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,美国,38679,54120542,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,老挝,11,5582,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,肯尼亚,118,58645,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,芬兰,251,150269,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,苏丹,69,123284,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,苏里南,2,407,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,英国,2607,2225193,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,荷兰,9687,7940718,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,莫桑比克,17,5668,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,莱索托,3,1175,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,菲律宾,1084,705424,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,萨尔瓦多,20,6963,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,萨摩亚,2,1021,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,葡萄牙,45,86297,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,蒙古,134,99278,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,西班牙,567,409253,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,贝宁,36,372615,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,赞比亚,53,10343,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,越南,4403,6062287,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,阿塞拜疆,181,57025,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,阿富汗,1,830,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,阿尔及利亚,879,1685165,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,阿尔巴尼亚,5,21663,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,阿曼,119,58025,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,阿根廷,489,244836,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,阿联酋,1943,1774914,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,韩国,5306,4849397,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,马尔代夫,2,1414,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,马拉维,5,681,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,马来西亚,103577,259004734,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,马绍尔群岛,0,800,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,马耳他,0,18,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,马达加斯加,1,1336,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,马里,1,1877,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,黎巴嫩,3,6132,USD,customs-85177950-2026H1-breakdown-usd.csv
202605,黑山,3,1504,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,不丹,3,3654,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,东帝汶,4,7814,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,中国台湾,61921,108112128,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,中国澳门,129,101485,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,中国香港,27279,49954436,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,丹麦,328,419740,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,乌克兰,1050,286726,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,乌兹别克斯坦,1082,2789011,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,乌干达,17,42535,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,乌拉圭,39,12147,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,也门,45,52091,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,亚美尼亚,39,48466,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,以色列,1042,1528857,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,伊拉克,182,79379,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,伊朗,180,695,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,佛得角,6,1034,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,俄罗斯,7923,7510528,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,保加利亚,201,81964,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,克罗地亚,8,7939,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,冈比亚,2,2078,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,冰岛,326,457591,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,几内亚,21,23854,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,列支敦士登,5,12612,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,刚果共和国,80,71375,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,刚果民主共和国,23,14638,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,利比亚,20,6718,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,利比里亚,0,499,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,加拿大,3473,2075491,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,加纳,49,15949,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,加蓬,44,18705,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,加那利群岛,0,160,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,匈牙利,3020,3429309,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,北马其顿,2,2985,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,南苏丹,1,160,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,南非,653,338279,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,卡塔尔,113,69011,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,卢旺达,0,726,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,印度,10666,3830751,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,印度尼西亚,7157,3793938,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,危地马拉,16,14693,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,厄瓜多尔,390,279837,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,厄立特里亚,11,2888,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,吉尔吉斯斯坦,1048,183948,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,吉布提,1,160,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,哈萨克斯坦,591,772423,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,哥伦比亚,489,146424,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,哥斯达黎加,44,11309,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,喀麦隆,5,1950,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,土耳其,1231,1228051,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,圭亚那,13,50497,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,坦桑尼亚,90,43346,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,埃及,1960,464336,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,埃塞俄比亚,402,111142,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,塔吉克斯坦,36,34482,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,塞内加尔,18,7657,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,塞尔维亚,128,162547,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,塞拉利昂,0,203,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,塞浦路斯,7,1616,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,塞舌尔,1,2160,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,墨西哥,18168,57249147,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,多哥,2,296,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,"多米尼加
",6,1742,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,奥地利,391,204314,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,委内瑞拉,52,38546,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,孟加拉国,203,102546,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,安哥拉,26,9881,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,尼加拉瓜,0,839,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,尼日利亚,111,98938,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,尼泊尔,54,53795,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,巴基斯坦,962,417888,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,巴巴多斯,0,370,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,巴布亚新几内亚,0,1286,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,巴拉圭,1005,407823,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,巴拿马,1021,445684,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,巴林,6,10649,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,巴西,8300,4084783,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,布基纳法索,24,70240,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,布隆迪,14,5274,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,希腊,105,19365,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,开曼群岛,2,6432,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,德国,9714,9213478,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,意大利,353,186234,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,拉脱维亚,1163,404469,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,挪威,289,261560,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,捷克,2137,610469,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,摩尔多瓦,51,4724,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,摩洛哥,128,52764,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,文莱,1,993,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,斐济,8,16298,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,斯威士兰,5,846,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,斯洛伐克,91,166342,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,斯洛文尼亚,102,34396,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,斯里兰卡,81,27355,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,新加坡,5827,6330692,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,新西兰,99,106685,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,日本,4659,5477725,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,智利,86,50823,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,柬埔寨,328,622441,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,格鲁吉亚,102,41320,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,比利时,1028,921591,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,毛里塔尼亚,2,867,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,毛里求斯,25,15472,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,沙特阿拉伯,1039,573248,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,法国,1700,613515,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,法属圭亚那,0,2650,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,法属波利尼西亚,2,716,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,波兰,2563,1297941,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,波多黎各,0,625,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,波斯尼亚和黑塞哥维那,0,31,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,泰国,29864,79560724,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,津巴布韦,38,26806,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,洪都拉斯,26,11545,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,海地,7,2003,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,澳大利亚,2514,1325990,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,爱尔兰,755,2343027,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,爱沙尼亚,16,10480,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,特立尼达和多巴哥,0,181,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,"玻利维亚
",22,6256,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,瑞典,3957,1875424,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,瑞士,234,263339,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,瓦努阿图,6,1029,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,留尼汪,1,172,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,白俄罗斯,130,10244,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,百慕大,0,7402,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,科威特,4,4718,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,科特迪瓦,56,44801,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,秘鲁,369,235538,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,突尼斯,24,78330,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,立陶宛,146,52288,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,索马里,0,164,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,约旦,27,30933,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,纳米比亚,4,67,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,缅甸,52,315124,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,罗马尼亚,199,203120,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,美国,36223,61602313,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,老挝,35,10748,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,肯尼亚,201,266768,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,芬兰,289,295039,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,苏丹,9,82497,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,苏里南,1,4947,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,英国,2596,3065681,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,荷兰,10981,7664272,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,莫桑比克,33,7929,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,菲律宾,1818,601477,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,萨尔瓦多,7,2225,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,萨摩亚,2,2055,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,葡萄牙,104,112806,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,蒙古,74,37492,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,西班牙,533,309847,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,贝宁,21,33055,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,赞比亚,10,5377,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,越南,6724,3253882,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,阿塞拜疆,82,17986,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,阿富汗,40,45868,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,阿尔及利亚,953,1370765,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,阿尔巴尼亚,45,45550,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,阿曼,79,147766,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,阿根廷,475,231239,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,阿联酋,1225,1075137,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,韩国,5278,5047819,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,马尔代夫,2,757,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,马拉维,0,27,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,马提尼克,0,160,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,马来西亚,110577,260431342,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,马约特,1,286,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,马达加斯加,25,6660,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,马里,0,2250,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,黎巴嫩,43,45735,USD,customs-85177950-2026H1-breakdown-usd.csv
202606,黑山,0,35,USD,customs-85177950-2026H1-breakdown-usd.csv
