月份,贸易伙伴,出口量kg,金额,币种,来源文件
202501,不丹,3,625,USD,customs-85177950-2025-breakdown-usd.csv
202501,中国台湾,20112,24160794,USD,customs-85177950-2025-breakdown-usd.csv
202501,中国澳门,5,8132,USD,customs-85177950-2025-breakdown-usd.csv
202501,中国香港,10404,16825029,USD,customs-85177950-2025-breakdown-usd.csv
202501,中非,41,12809,USD,customs-85177950-2025-breakdown-usd.csv
202501,丹麦,512,330617,USD,customs-85177950-2025-breakdown-usd.csv
202501,乌克兰,444,269932,USD,customs-85177950-2025-breakdown-usd.csv
202501,乌兹别克斯坦,238,189586,USD,customs-85177950-2025-breakdown-usd.csv
202501,乌干达,112,67839,USD,customs-85177950-2025-breakdown-usd.csv
202501,乌拉圭,36,30322,USD,customs-85177950-2025-breakdown-usd.csv
202501,乍得,14,2827,USD,customs-85177950-2025-breakdown-usd.csv
202501,也门,143,1075737,USD,customs-85177950-2025-breakdown-usd.csv
202501,亚美尼亚,28,6319,USD,customs-85177950-2025-breakdown-usd.csv
202501,以色列,822,709229,USD,customs-85177950-2025-breakdown-usd.csv
202501,伊拉克,1505,85784,USD,customs-85177950-2025-breakdown-usd.csv
202501,伊朗,958,21250,USD,customs-85177950-2025-breakdown-usd.csv
202501,佛得角,6,919,USD,customs-85177950-2025-breakdown-usd.csv
202501,俄罗斯,8627,3056195,USD,customs-85177950-2025-breakdown-usd.csv
202501,保加利亚,41,38353,USD,customs-85177950-2025-breakdown-usd.csv
202501,克罗地亚,43,1940,USD,customs-85177950-2025-breakdown-usd.csv
202501,冈比亚,1,240,USD,customs-85177950-2025-breakdown-usd.csv
202501,冰岛,211,1346667,USD,customs-85177950-2025-breakdown-usd.csv
202501,几内亚,1172,153990,USD,customs-85177950-2025-breakdown-usd.csv
202501,列支敦士登,3,4004,USD,customs-85177950-2025-breakdown-usd.csv
202501,刚果民主共和国,40,3366,USD,customs-85177950-2025-breakdown-usd.csv
202501,利比亚,23,11787,USD,customs-85177950-2025-breakdown-usd.csv
202501,利比里亚,3,8683,USD,customs-85177950-2025-breakdown-usd.csv
202501,加拿大,2538,1165677,USD,customs-85177950-2025-breakdown-usd.csv
202501,加纳,11,1466,USD,customs-85177950-2025-breakdown-usd.csv
202501,加蓬,0,10,USD,customs-85177950-2025-breakdown-usd.csv
202501,匈牙利,4263,4206857,USD,customs-85177950-2025-breakdown-usd.csv
202501,北马其顿,1,277,USD,customs-85177950-2025-breakdown-usd.csv
202501,南苏丹,31,369,USD,customs-85177950-2025-breakdown-usd.csv
202501,南非,896,268812,USD,customs-85177950-2025-breakdown-usd.csv
202501,博茨瓦纳,46,25077,USD,customs-85177950-2025-breakdown-usd.csv
202501,卡塔尔,16,10931,USD,customs-85177950-2025-breakdown-usd.csv
202501,卢旺达,0,2356,USD,customs-85177950-2025-breakdown-usd.csv
202501,印度,9217,2740559,USD,customs-85177950-2025-breakdown-usd.csv
202501,印度尼西亚,3718,2302782,USD,customs-85177950-2025-breakdown-usd.csv
202501,危地马拉,2,235,USD,customs-85177950-2025-breakdown-usd.csv
202501,厄瓜多尔,90,61734,USD,customs-85177950-2025-breakdown-usd.csv
202501,吉尔吉斯斯坦,172,28178,USD,customs-85177950-2025-breakdown-usd.csv
202501,哈萨克斯坦,256,328435,USD,customs-85177950-2025-breakdown-usd.csv
202501,哥伦比亚,362,244821,USD,customs-85177950-2025-breakdown-usd.csv
202501,哥斯达黎加,9,19256,USD,customs-85177950-2025-breakdown-usd.csv
202501,喀麦隆,40,42255,USD,customs-85177950-2025-breakdown-usd.csv
202501,土库曼斯坦,4,984,USD,customs-85177950-2025-breakdown-usd.csv
202501,土耳其,1324,575218,USD,customs-85177950-2025-breakdown-usd.csv
202501,坦桑尼亚,222,11252,USD,customs-85177950-2025-breakdown-usd.csv
202501,埃及,424,73660,USD,customs-85177950-2025-breakdown-usd.csv
202501,埃塞俄比亚,113,30110,USD,customs-85177950-2025-breakdown-usd.csv
202501,基里巴斯,1,228,USD,customs-85177950-2025-breakdown-usd.csv
202501,塔吉克斯坦,85,503334,USD,customs-85177950-2025-breakdown-usd.csv
202501,塞尔维亚,28,10766,USD,customs-85177950-2025-breakdown-usd.csv
202501,塞浦路斯,6,743,USD,customs-85177950-2025-breakdown-usd.csv
202501,塞舌尔,3,342,USD,customs-85177950-2025-breakdown-usd.csv
202501,墨西哥,10411,17461558,USD,customs-85177950-2025-breakdown-usd.csv
202501,多哥,4,1000,USD,customs-85177950-2025-breakdown-usd.csv
202501,"多米尼加
",19,2750,USD,customs-85177950-2025-breakdown-usd.csv
202501,奥地利,61,60683,USD,customs-85177950-2025-breakdown-usd.csv
202501,委内瑞拉,4,4045,USD,customs-85177950-2025-breakdown-usd.csv
202501,孟加拉国,213,206365,USD,customs-85177950-2025-breakdown-usd.csv
202501,安哥拉,74,54493,USD,customs-85177950-2025-breakdown-usd.csv
202501,尼加拉瓜,34,1600,USD,customs-85177950-2025-breakdown-usd.csv
202501,尼日利亚,369,27916,USD,customs-85177950-2025-breakdown-usd.csv
202501,尼泊尔,24,13369,USD,customs-85177950-2025-breakdown-usd.csv
202501,巴基斯坦,125,39431,USD,customs-85177950-2025-breakdown-usd.csv
202501,巴布亚新几内亚,1,4355,USD,customs-85177950-2025-breakdown-usd.csv
202501,巴拉圭,13,2528,USD,customs-85177950-2025-breakdown-usd.csv
202501,巴拿马,840,243550,USD,customs-85177950-2025-breakdown-usd.csv
202501,巴林,8,9283,USD,customs-85177950-2025-breakdown-usd.csv
202501,巴西,4781,2415799,USD,customs-85177950-2025-breakdown-usd.csv
202501,布基纳法索,5,164,USD,customs-85177950-2025-breakdown-usd.csv
202501,希腊,278,10182,USD,customs-85177950-2025-breakdown-usd.csv
202501,德国,9299,5967448,USD,customs-85177950-2025-breakdown-usd.csv
202501,意大利,232,194825,USD,customs-85177950-2025-breakdown-usd.csv
202501,拉脱维亚,677,263861,USD,customs-85177950-2025-breakdown-usd.csv
202501,挪威,1224,1817608,USD,customs-85177950-2025-breakdown-usd.csv
202501,捷克,4539,2970152,USD,customs-85177950-2025-breakdown-usd.csv
202501,摩尔多瓦,21,6370,USD,customs-85177950-2025-breakdown-usd.csv
202501,摩洛哥,35,14531,USD,customs-85177950-2025-breakdown-usd.csv
202501,文莱,6,3789,USD,customs-85177950-2025-breakdown-usd.csv
202501,斐济,3,935,USD,customs-85177950-2025-breakdown-usd.csv
202501,斯洛伐克,89,291668,USD,customs-85177950-2025-breakdown-usd.csv
202501,斯洛文尼亚,44,15981,USD,customs-85177950-2025-breakdown-usd.csv
202501,斯里兰卡,196,46664,USD,customs-85177950-2025-breakdown-usd.csv
202501,新加坡,6378,9712819,USD,customs-85177950-2025-breakdown-usd.csv
202501,新西兰,63,43859,USD,customs-85177950-2025-breakdown-usd.csv
202501,日本,3362,3203991,USD,customs-85177950-2025-breakdown-usd.csv
202501,智利,174,97968,USD,customs-85177950-2025-breakdown-usd.csv
202501,柬埔寨,114,70112,USD,customs-85177950-2025-breakdown-usd.csv
202501,格鲁吉亚,103,155049,USD,customs-85177950-2025-breakdown-usd.csv
202501,比利时,947,516602,USD,customs-85177950-2025-breakdown-usd.csv
202501,毛里塔尼亚,2,562,USD,customs-85177950-2025-breakdown-usd.csv
202501,毛里求斯,10,2681,USD,customs-85177950-2025-breakdown-usd.csv
202501,沙特阿拉伯,441,123295,USD,customs-85177950-2025-breakdown-usd.csv
202501,法国,1509,946102,USD,customs-85177950-2025-breakdown-usd.csv
202501,法属圭亚那,0,30,USD,customs-85177950-2025-breakdown-usd.csv
202501,法罗群岛,0,330,USD,customs-85177950-2025-breakdown-usd.csv
202501,波兰,859,621025,USD,customs-85177950-2025-breakdown-usd.csv
202501,波斯尼亚和黑塞哥维那,4,1885,USD,customs-85177950-2025-breakdown-usd.csv
202501,泰国,22854,37981411,USD,customs-85177950-2025-breakdown-usd.csv
202501,津巴布韦,0,167,USD,customs-85177950-2025-breakdown-usd.csv
202501,洪都拉斯,13,4178,USD,customs-85177950-2025-breakdown-usd.csv
202501,澳大利亚,747,585283,USD,customs-85177950-2025-breakdown-usd.csv
202501,爱尔兰,6002,5888715,USD,customs-85177950-2025-breakdown-usd.csv
202501,爱沙尼亚,1,5500,USD,customs-85177950-2025-breakdown-usd.csv
202501,特立尼达和多巴哥,0,9,USD,customs-85177950-2025-breakdown-usd.csv
202501,"玻利维亚
",5,12032,USD,customs-85177950-2025-breakdown-usd.csv
202501,瑞典,3408,1578216,USD,customs-85177950-2025-breakdown-usd.csv
202501,瑞士,410,363130,USD,customs-85177950-2025-breakdown-usd.csv
202501,留尼汪,26,20162,USD,customs-85177950-2025-breakdown-usd.csv
202501,白俄罗斯,42,20350,USD,customs-85177950-2025-breakdown-usd.csv
202501,百慕大,0,900,USD,customs-85177950-2025-breakdown-usd.csv
202501,科威特,318,36004,USD,customs-85177950-2025-breakdown-usd.csv
202501,科特迪瓦,5,8924,USD,customs-85177950-2025-breakdown-usd.csv
202501,秘鲁,66,56086,USD,customs-85177950-2025-breakdown-usd.csv
202501,突尼斯,11,19682,USD,customs-85177950-2025-breakdown-usd.csv
202501,立陶宛,88,13983,USD,customs-85177950-2025-breakdown-usd.csv
202501,索马里,49,21512,USD,customs-85177950-2025-breakdown-usd.csv
202501,约旦,9,14957,USD,customs-85177950-2025-breakdown-usd.csv
202501,纳米比亚,1,36,USD,customs-85177950-2025-breakdown-usd.csv
202501,缅甸,80,1738,USD,customs-85177950-2025-breakdown-usd.csv
202501,罗马尼亚,403,207971,USD,customs-85177950-2025-breakdown-usd.csv
202501,美国,124853,193797953,USD,customs-85177950-2025-breakdown-usd.csv
202501,老挝,29,12556,USD,customs-85177950-2025-breakdown-usd.csv
202501,肯尼亚,239,37366,USD,customs-85177950-2025-breakdown-usd.csv
202501,芬兰,397,339345,USD,customs-85177950-2025-breakdown-usd.csv
202501,苏丹,45,8619,USD,customs-85177950-2025-breakdown-usd.csv
202501,英国,3994,2722098,USD,customs-85177950-2025-breakdown-usd.csv
202501,荷兰,14600,9890201,USD,customs-85177950-2025-breakdown-usd.csv
202501,莫桑比克,7,7451,USD,customs-85177950-2025-breakdown-usd.csv
202501,菲律宾,2122,4107520,USD,customs-85177950-2025-breakdown-usd.csv
202501,萨尔瓦多,7,929,USD,customs-85177950-2025-breakdown-usd.csv
202501,萨摩亚,0,228,USD,customs-85177950-2025-breakdown-usd.csv
202501,葡萄牙,58,26199,USD,customs-85177950-2025-breakdown-usd.csv
202501,蒙古,16,5749,USD,customs-85177950-2025-breakdown-usd.csv
202501,西班牙,448,344310,USD,customs-85177950-2025-breakdown-usd.csv
202501,贝宁,13,54150,USD,customs-85177950-2025-breakdown-usd.csv
202501,赞比亚,305,7698,USD,customs-85177950-2025-breakdown-usd.csv
202501,越南,5677,3379686,USD,customs-85177950-2025-breakdown-usd.csv
202501,阿塞拜疆,69,53758,USD,customs-85177950-2025-breakdown-usd.csv
202501,阿富汗,99,19905,USD,customs-85177950-2025-breakdown-usd.csv
202501,阿尔及利亚,59,32956,USD,customs-85177950-2025-breakdown-usd.csv
202501,阿尔巴尼亚,26,4619,USD,customs-85177950-2025-breakdown-usd.csv
202501,阿曼,55,12104,USD,customs-85177950-2025-breakdown-usd.csv
202501,阿根廷,663,551570,USD,customs-85177950-2025-breakdown-usd.csv
202501,阿联酋,2977,1136030,USD,customs-85177950-2025-breakdown-usd.csv
202501,阿鲁巴,13,74021,USD,customs-85177950-2025-breakdown-usd.csv
202501,韩国,5513,3379052,USD,customs-85177950-2025-breakdown-usd.csv
202501,马尔代夫,3,1013,USD,customs-85177950-2025-breakdown-usd.csv
202501,马来西亚,38011,73153623,USD,customs-85177950-2025-breakdown-usd.csv
202501,马约特,0,4,USD,customs-85177950-2025-breakdown-usd.csv
202501,马达加斯加,0,84,USD,customs-85177950-2025-breakdown-usd.csv
202501,马里,6,30102,USD,customs-85177950-2025-breakdown-usd.csv
202501,黎巴嫩,887,27007,USD,customs-85177950-2025-breakdown-usd.csv
202502,不丹,0,93,USD,customs-85177950-2025-breakdown-usd.csv
202502,东帝汶,0,879,USD,customs-85177950-2025-breakdown-usd.csv
202502,中国台湾,18169,18545915,USD,customs-85177950-2025-breakdown-usd.csv
202502,中国澳门,7,4036,USD,customs-85177950-2025-breakdown-usd.csv
202502,中国香港,5486,8612335,USD,customs-85177950-2025-breakdown-usd.csv
202502,丹麦,463,323014,USD,customs-85177950-2025-breakdown-usd.csv
202502,乌克兰,278,163624,USD,customs-85177950-2025-breakdown-usd.csv
202502,乌兹别克斯坦,122,85291,USD,customs-85177950-2025-breakdown-usd.csv
202502,乌干达,217,16544,USD,customs-85177950-2025-breakdown-usd.csv
202502,乌拉圭,131,112705,USD,customs-85177950-2025-breakdown-usd.csv
202502,乍得,4,807,USD,customs-85177950-2025-breakdown-usd.csv
202502,亚美尼亚,14,5152,USD,customs-85177950-2025-breakdown-usd.csv
202502,以色列,782,466378,USD,customs-85177950-2025-breakdown-usd.csv
202502,伊拉克,500,55561,USD,customs-85177950-2025-breakdown-usd.csv
202502,伊朗,433,8963,USD,customs-85177950-2025-breakdown-usd.csv
202502,佛得角,1,148,USD,customs-85177950-2025-breakdown-usd.csv
202502,俄罗斯,4263,1431370,USD,customs-85177950-2025-breakdown-usd.csv
202502,保加利亚,40,16914,USD,customs-85177950-2025-breakdown-usd.csv
202502,克罗地亚,8,37640,USD,customs-85177950-2025-breakdown-usd.csv
202502,冰岛,312,991370,USD,customs-85177950-2025-breakdown-usd.csv
202502,几内亚,65,184803,USD,customs-85177950-2025-breakdown-usd.csv
202502,列支敦士登,8,6053,USD,customs-85177950-2025-breakdown-usd.csv
202502,刚果共和国,16,7280,USD,customs-85177950-2025-breakdown-usd.csv
202502,刚果民主共和国,8,9012,USD,customs-85177950-2025-breakdown-usd.csv
202502,利比亚,2,267510,USD,customs-85177950-2025-breakdown-usd.csv
202502,加拿大,1364,836982,USD,customs-85177950-2025-breakdown-usd.csv
202502,加纳,193,88912,USD,customs-85177950-2025-breakdown-usd.csv
202502,加蓬,0,32,USD,customs-85177950-2025-breakdown-usd.csv
202502,匈牙利,3681,5005659,USD,customs-85177950-2025-breakdown-usd.csv
202502,"北马里亚纳群岛
",1,1187,USD,customs-85177950-2025-breakdown-usd.csv
202502,南非,279,204524,USD,customs-85177950-2025-breakdown-usd.csv
202502,博茨瓦纳,1,702,USD,customs-85177950-2025-breakdown-usd.csv
202502,卡塔尔,11,18653,USD,customs-85177950-2025-breakdown-usd.csv
202502,卢旺达,6,7653,USD,customs-85177950-2025-breakdown-usd.csv
202502,卢森堡,5,13177,USD,customs-85177950-2025-breakdown-usd.csv
202502,印度,5076,2782932,USD,customs-85177950-2025-breakdown-usd.csv
202502,印度尼西亚,2706,2198810,USD,customs-85177950-2025-breakdown-usd.csv
202502,危地马拉,15,7001,USD,customs-85177950-2025-breakdown-usd.csv
202502,厄瓜多尔,77,43482,USD,customs-85177950-2025-breakdown-usd.csv
202502,吉尔吉斯斯坦,100,125031,USD,customs-85177950-2025-breakdown-usd.csv
202502,吉布提,1,208,USD,customs-85177950-2025-breakdown-usd.csv
202502,哈萨克斯坦,133,76621,USD,customs-85177950-2025-breakdown-usd.csv
202502,哥伦比亚,772,215642,USD,customs-85177950-2025-breakdown-usd.csv
202502,哥斯达黎加,0,1406,USD,customs-85177950-2025-breakdown-usd.csv
202502,喀麦隆,115,24476,USD,customs-85177950-2025-breakdown-usd.csv
202502,土耳其,1137,364874,USD,customs-85177950-2025-breakdown-usd.csv
202502,坦桑尼亚,526,25075,USD,customs-85177950-2025-breakdown-usd.csv
202502,埃及,751,151668,USD,customs-85177950-2025-breakdown-usd.csv
202502,埃塞俄比亚,152,343406,USD,customs-85177950-2025-breakdown-usd.csv
202502,塔吉克斯坦,1,788,USD,customs-85177950-2025-breakdown-usd.csv
202502,塞内加尔,46,135720,USD,customs-85177950-2025-breakdown-usd.csv
202502,塞尔维亚,4,484,USD,customs-85177950-2025-breakdown-usd.csv
202502,塞拉利昂,0,13024,USD,customs-85177950-2025-breakdown-usd.csv
202502,墨西哥,5220,9982099,USD,customs-85177950-2025-breakdown-usd.csv
202502,"多米尼加
",2,740,USD,customs-85177950-2025-breakdown-usd.csv
202502,奥地利,194,188368,USD,customs-85177950-2025-breakdown-usd.csv
202502,委内瑞拉,4,3275,USD,customs-85177950-2025-breakdown-usd.csv
202502,孟加拉国,147,37479,USD,customs-85177950-2025-breakdown-usd.csv
202502,安哥拉,56,8756,USD,customs-85177950-2025-breakdown-usd.csv
202502,尼加拉瓜,0,214,USD,customs-85177950-2025-breakdown-usd.csv
202502,尼日利亚,292,58228,USD,customs-85177950-2025-breakdown-usd.csv
202502,尼泊尔,207,13305,USD,customs-85177950-2025-breakdown-usd.csv
202502,巴基斯坦,433,147462,USD,customs-85177950-2025-breakdown-usd.csv
202502,巴巴多斯,0,476,USD,customs-85177950-2025-breakdown-usd.csv
202502,巴布亚新几内亚,11,3252,USD,customs-85177950-2025-breakdown-usd.csv
202502,巴拉圭,41,12511,USD,customs-85177950-2025-breakdown-usd.csv
202502,巴拿马,784,673309,USD,customs-85177950-2025-breakdown-usd.csv
202502,巴林,0,3420,USD,customs-85177950-2025-breakdown-usd.csv
202502,巴西,3427,2118828,USD,customs-85177950-2025-breakdown-usd.csv
202502,布基纳法索,31,66745,USD,customs-85177950-2025-breakdown-usd.csv
202502,布隆迪,0,63,USD,customs-85177950-2025-breakdown-usd.csv
202502,希腊,13,2785,USD,customs-85177950-2025-breakdown-usd.csv
202502,"库拉索
",0,759,USD,customs-85177950-2025-breakdown-usd.csv
202502,开曼群岛,1,5748,USD,customs-85177950-2025-breakdown-usd.csv
202502,德国,6379,5348613,USD,customs-85177950-2025-breakdown-usd.csv
202502,意大利,247,404113,USD,customs-85177950-2025-breakdown-usd.csv
202502,拉脱维亚,614,306209,USD,customs-85177950-2025-breakdown-usd.csv
202502,挪威,756,1082591,USD,customs-85177950-2025-breakdown-usd.csv
202502,捷克,2015,1613522,USD,customs-85177950-2025-breakdown-usd.csv
202502,摩尔多瓦,23,8318,USD,customs-85177950-2025-breakdown-usd.csv
202502,摩洛哥,107,33849,USD,customs-85177950-2025-breakdown-usd.csv
202502,文莱,13,6214,USD,customs-85177950-2025-breakdown-usd.csv
202502,斐济,0,341,USD,customs-85177950-2025-breakdown-usd.csv
202502,斯威士兰,5,1081,USD,customs-85177950-2025-breakdown-usd.csv
202502,斯洛伐克,131,219319,USD,customs-85177950-2025-breakdown-usd.csv
202502,斯洛文尼亚,151,56902,USD,customs-85177950-2025-breakdown-usd.csv
202502,斯里兰卡,26,13679,USD,customs-85177950-2025-breakdown-usd.csv
202502,新加坡,7224,5557878,USD,customs-85177950-2025-breakdown-usd.csv
202502,新西兰,97,52319,USD,customs-85177950-2025-breakdown-usd.csv
202502,日本,2157,1833245,USD,customs-85177950-2025-breakdown-usd.csv
202502,智利,173,72476,USD,customs-85177950-2025-breakdown-usd.csv
202502,柬埔寨,24,5647,USD,customs-85177950-2025-breakdown-usd.csv
202502,格鲁吉亚,161,91438,USD,customs-85177950-2025-breakdown-usd.csv
202502,比利时,965,635595,USD,customs-85177950-2025-breakdown-usd.csv
202502,毛里塔尼亚,63,306242,USD,customs-85177950-2025-breakdown-usd.csv
202502,毛里求斯,9,6264,USD,customs-85177950-2025-breakdown-usd.csv
202502,汤加,3,688,USD,customs-85177950-2025-breakdown-usd.csv
202502,沙特阿拉伯,405,314085,USD,customs-85177950-2025-breakdown-usd.csv
202502,法国,1361,615319,USD,customs-85177950-2025-breakdown-usd.csv
202502,波兰,1900,349051,USD,customs-85177950-2025-breakdown-usd.csv
202502,波多黎各,29,7295,USD,customs-85177950-2025-breakdown-usd.csv
202502,波斯尼亚和黑塞哥维那,0,75,USD,customs-85177950-2025-breakdown-usd.csv
202502,泰国,18835,27129027,USD,customs-85177950-2025-breakdown-usd.csv
202502,津巴布韦,0,30,USD,customs-85177950-2025-breakdown-usd.csv
202502,洪都拉斯,12,5013,USD,customs-85177950-2025-breakdown-usd.csv
202502,澳大利亚,332,342265,USD,customs-85177950-2025-breakdown-usd.csv
202502,爱尔兰,1983,1158298,USD,customs-85177950-2025-breakdown-usd.csv
202502,爱沙尼亚,2,889,USD,customs-85177950-2025-breakdown-usd.csv
202502,特立尼达和多巴哥,0,1043,USD,customs-85177950-2025-breakdown-usd.csv
202502,"玻利维亚
",2,1713,USD,customs-85177950-2025-breakdown-usd.csv
202502,瑙鲁,0,120,USD,customs-85177950-2025-breakdown-usd.csv
202502,瑞典,2707,1086286,USD,customs-85177950-2025-breakdown-usd.csv
202502,瑞士,56,48246,USD,customs-85177950-2025-breakdown-usd.csv
202502,瓦努阿图,2,483,USD,customs-85177950-2025-breakdown-usd.csv
202502,留尼汪,0,837,USD,customs-85177950-2025-breakdown-usd.csv
202502,白俄罗斯,862,36576,USD,customs-85177950-2025-breakdown-usd.csv
202502,百慕大,0,280,USD,customs-85177950-2025-breakdown-usd.csv
202502,科威特,391,10948,USD,customs-85177950-2025-breakdown-usd.csv
202502,科特迪瓦,166,146872,USD,customs-85177950-2025-breakdown-usd.csv
202502,秘鲁,164,47248,USD,customs-85177950-2025-breakdown-usd.csv
202502,突尼斯,0,245,USD,customs-85177950-2025-breakdown-usd.csv
202502,立陶宛,54,9422,USD,customs-85177950-2025-breakdown-usd.csv
202502,约旦,31,2535,USD,customs-85177950-2025-breakdown-usd.csv
202502,缅甸,1512,25544,USD,customs-85177950-2025-breakdown-usd.csv
202502,罗马尼亚,289,265409,USD,customs-85177950-2025-breakdown-usd.csv
202502,美国,65449,118524651,USD,customs-85177950-2025-breakdown-usd.csv
202502,老挝,13,45589,USD,customs-85177950-2025-breakdown-usd.csv
202502,肯尼亚,257,57614,USD,customs-85177950-2025-breakdown-usd.csv
202502,芬兰,273,107067,USD,customs-85177950-2025-breakdown-usd.csv
202502,英国,2787,1825806,USD,customs-85177950-2025-breakdown-usd.csv
202502,荷兰,8006,6384447,USD,customs-85177950-2025-breakdown-usd.csv
202502,莫桑比克,52,32634,USD,customs-85177950-2025-breakdown-usd.csv
202502,菲律宾,862,549276,USD,customs-85177950-2025-breakdown-usd.csv
202502,萨尔瓦多,4,1166,USD,customs-85177950-2025-breakdown-usd.csv
202502,葡萄牙,1,9982,USD,customs-85177950-2025-breakdown-usd.csv
202502,蒙古,2,3134,USD,customs-85177950-2025-breakdown-usd.csv
202502,西班牙,225,134225,USD,customs-85177950-2025-breakdown-usd.csv
202502,贝宁,54,19755,USD,customs-85177950-2025-breakdown-usd.csv
202502,赞比亚,204,24428,USD,customs-85177950-2025-breakdown-usd.csv
202502,赤道几内亚,0,55,USD,customs-85177950-2025-breakdown-usd.csv
202502,越南,2618,2094054,USD,customs-85177950-2025-breakdown-usd.csv
202502,阿塞拜疆,23,256815,USD,customs-85177950-2025-breakdown-usd.csv
202502,阿富汗,4,425961,USD,customs-85177950-2025-breakdown-usd.csv
202502,阿尔及利亚,1275,351444,USD,customs-85177950-2025-breakdown-usd.csv
202502,阿尔巴尼亚,1,645,USD,customs-85177950-2025-breakdown-usd.csv
202502,阿曼,112,22131,USD,customs-85177950-2025-breakdown-usd.csv
202502,阿根廷,319,174762,USD,customs-85177950-2025-breakdown-usd.csv
202502,阿联酋,2128,943207,USD,customs-85177950-2025-breakdown-usd.csv
202502,韩国,4940,2527800,USD,customs-85177950-2025-breakdown-usd.csv
202502,马尔代夫,8,7544,USD,customs-85177950-2025-breakdown-usd.csv
202502,马拉维,38,7739,USD,customs-85177950-2025-breakdown-usd.csv
202502,马来西亚,52277,90663039,USD,customs-85177950-2025-breakdown-usd.csv
202502,马达加斯加,1,630,USD,customs-85177950-2025-breakdown-usd.csv
202502,马里,7,16848,USD,customs-85177950-2025-breakdown-usd.csv
202502,黎巴嫩,132,9029,USD,customs-85177950-2025-breakdown-usd.csv
202503,不丹,5,1350,USD,customs-85177950-2025-breakdown-usd.csv
202503,中国台湾,23611,25269809,USD,customs-85177950-2025-breakdown-usd.csv
202503,中国澳门,290,348104,USD,customs-85177950-2025-breakdown-usd.csv
202503,中国香港,11824,28825452,USD,customs-85177950-2025-breakdown-usd.csv
202503,丹麦,673,570962,USD,customs-85177950-2025-breakdown-usd.csv
202503,乌克兰,565,575802,USD,customs-85177950-2025-breakdown-usd.csv
202503,乌兹别克斯坦,97,89541,USD,customs-85177950-2025-breakdown-usd.csv
202503,乌干达,58,11929,USD,customs-85177950-2025-breakdown-usd.csv
202503,乌拉圭,283,108768,USD,customs-85177950-2025-breakdown-usd.csv
202503,亚美尼亚,16,24297,USD,customs-85177950-2025-breakdown-usd.csv
202503,以色列,591,871272,USD,customs-85177950-2025-breakdown-usd.csv
202503,伊拉克,6579,215222,USD,customs-85177950-2025-breakdown-usd.csv
202503,伊朗,508,27778,USD,customs-85177950-2025-breakdown-usd.csv
202503,俄罗斯,9749,4357122,USD,customs-85177950-2025-breakdown-usd.csv
202503,保加利亚,10,40656,USD,customs-85177950-2025-breakdown-usd.csv
202503,克罗地亚,71,16187,USD,customs-85177950-2025-breakdown-usd.csv
202503,"关岛
",0,160,USD,customs-85177950-2025-breakdown-usd.csv
202503,冈比亚,6,895,USD,customs-85177950-2025-breakdown-usd.csv
202503,冰岛,92,258244,USD,customs-85177950-2025-breakdown-usd.csv
202503,几内亚,98,267277,USD,customs-85177950-2025-breakdown-usd.csv
202503,列支敦士登,0,230,USD,customs-85177950-2025-breakdown-usd.csv
202503,刚果共和国,0,20,USD,customs-85177950-2025-breakdown-usd.csv
202503,刚果民主共和国,306,50555,USD,customs-85177950-2025-breakdown-usd.csv
202503,利比亚,181,23398,USD,customs-85177950-2025-breakdown-usd.csv
202503,利比里亚,3,1937,USD,customs-85177950-2025-breakdown-usd.csv
202503,加拿大,2939,2105474,USD,customs-85177950-2025-breakdown-usd.csv
202503,加纳,265,73969,USD,customs-85177950-2025-breakdown-usd.csv
202503,加蓬,2,1277,USD,customs-85177950-2025-breakdown-usd.csv
202503,匈牙利,4106,4715505,USD,customs-85177950-2025-breakdown-usd.csv
202503,"北马里亚纳群岛
",1,4041,USD,customs-85177950-2025-breakdown-usd.csv
202503,南非,2028,610347,USD,customs-85177950-2025-breakdown-usd.csv
202503,博茨瓦纳,63,5042,USD,customs-85177950-2025-breakdown-usd.csv
202503,卡塔尔,48,46454,USD,customs-85177950-2025-breakdown-usd.csv
202503,卢旺达,8,11666,USD,customs-85177950-2025-breakdown-usd.csv
202503,印度,6947,3122791,USD,customs-85177950-2025-breakdown-usd.csv
202503,印度尼西亚,6532,3922775,USD,customs-85177950-2025-breakdown-usd.csv
202503,危地马拉,20,23513,USD,customs-85177950-2025-breakdown-usd.csv
202503,厄瓜多尔,185,37591,USD,customs-85177950-2025-breakdown-usd.csv
202503,古巴,0,27,USD,customs-85177950-2025-breakdown-usd.csv
202503,吉尔吉斯斯坦,413,137799,USD,customs-85177950-2025-breakdown-usd.csv
202503,哈萨克斯坦,2092,113188,USD,customs-85177950-2025-breakdown-usd.csv
202503,哥伦比亚,498,477325,USD,customs-85177950-2025-breakdown-usd.csv
202503,哥斯达黎加,47,4187,USD,customs-85177950-2025-breakdown-usd.csv
202503,喀麦隆,3,1673,USD,customs-85177950-2025-breakdown-usd.csv
202503,土库曼斯坦,3,700,USD,customs-85177950-2025-breakdown-usd.csv
202503,土耳其,1821,1051354,USD,customs-85177950-2025-breakdown-usd.csv
202503,圭亚那,31,14155,USD,customs-85177950-2025-breakdown-usd.csv
202503,坦桑尼亚,91,11108,USD,customs-85177950-2025-breakdown-usd.csv
202503,埃及,98,104504,USD,customs-85177950-2025-breakdown-usd.csv
202503,埃塞俄比亚,59,89064,USD,customs-85177950-2025-breakdown-usd.csv
